Iteration,fy_speed_1,fy_dir_x,fy_dir_y,dt1,cv1,dt2_int,cv2,dt3_int,cv3,Actual_dt2,Actual_dt3,Obscured_Duration
Evaluation,70.0,0.7994754184229986,0.0,16.499897480239596,10.0,5.0,0.1,4.877993122006007,10.0,21.499897480239596,26.377890602245603,0.0
Evaluation,99.12071433354703,-0.8609168753346663,0.2585617382164359,6.982174006899265,3.7471855127032545,1.5854124410884356,4.654973624901944,1.4281180098871187,4.16393433938519,8.5675864479877,9.995704457874819,0.0
Evaluation,140.0,1.0,0.00467930868062009,12.486704232385827,0.1,1.0,0.1,1.0,10.0,13.486704232385827,14.486704232385827,0.0
Evaluation,140.0,1.0,1.0,14.220374262286805,10.0,1.0,0.1,1.0,10.0,15.220374262286805,16.220374262286803,0.0
Evaluation,140.0,-1.0,1.0,10.175537823055187,10.0,5.0,0.1,1.368630712016556,10.0,15.175537823055187,16.544168535071744,0.0
Evaluation,70.0,-0.1821658802639382,1.0,29.60188475852053,7.221847587616184,4.676133148738244,10.0,5.0,10.0,34.27801790725877,39.27801790725877,0.0
Evaluation,84.90289623974562,-0.3952060850712271,0.6759356392875518,10.23948795711414,9.751133373013708,1.5790429963881998,7.021367475249412,2.4582732422431137,8.63243239468576,11.81853095350234,14.276804195745452,0.0
Evaluation,71.68463562909233,1.0,1.0,20.656006279271722,0.1,1.0,0.1,1.0492221725494686,0.1,21.656006279271722,22.705228451821192,0.0
Evaluation,70.0,1.0,1.0,4.226808074934634,10.0,5.0,0.1,5.0,10.0,9.226808074934635,14.226808074934635,0.0
Evaluation,111.8610620286351,-0.6058921329281628,0.2951034978175791,29.128098599694486,4.465149766243986,1.9773138841291271,8.991335381268808,4.9389233871244205,5.084050485302059,31.105412483823613,36.04433587094803,0.0
Evaluation,70.0,-1.0,0.0,8.780796358153713,0.1,1.0,0.1,1.0,10.0,9.780796358153713,10.780796358153713,0.0
Evaluation,140.0,-1.0,1.0,15.808374864192993,10.0,1.0,10.0,5.0,0.1,16.80837486419299,21.80837486419299,0.0
Invalid,95.42253948069376,0.041721261047042546,0.03421862955224571,35.32474512169733,2.131052183618458,4.014253010585135,2.099875004961509,1.3443162021097825,7.897217052616396,39.33899813228247,40.68331433439225,N/A (Invalid Actual Drop Time)
Evaluation,70.0,1.0,1.0,0.8014333691481073,10.0,5.0,10.0,5.0,10.0,5.801433369148107,10.801433369148107,0.0
Evaluation,140.0,-1.0,0.0,24.355683642181408,10.0,1.0,0.4499158912104452,1.0,0.1,25.355683642181408,26.355683642181408,0.0
Evaluation,140.0,-1.0,1.0,19.049791440056893,0.1,1.0,0.1,5.0,0.1,20.049791440056893,25.049791440056893,0.0
Evaluation,70.0,-1.0,0.0,29.723886781997383,0.1,5.0,0.1,1.0,0.1,34.72388678199738,35.72388678199738,0.0
Evaluation,140.0,1.0,0.0038036998647673435,26.852447804632895,9.841729007065048,1.0,0.1,5.0,0.6973045731021482,27.852447804632895,32.852447804632895,0.0
Evaluation,137.10577683221703,-1.0,0.0,14.506333616099566,1.2999380297496943,5.0,9.627992525493582,5.0,0.1,19.506333616099568,24.506333616099568,0.0
Evaluation,140.0,-1.0,0.0,23.386777920372793,10.0,1.0,0.1,5.0,9.908362258065077,24.386777920372793,29.386777920372793,0.0
Evaluation,140.0,1.0,0.0,2.4646110033790385,0.1,5.0,10.0,1.0,10.0,7.464611003379039,8.464611003379039,0.0
Evaluation,70.0,1.0,1.0,21.82959444092963,10.0,1.0,10.0,5.0,0.1,22.82959444092963,27.82959444092963,0.0
Evaluation,109.97475557676228,0.43507602446452887,0.04950298043432429,30.025089000542295,7.47545319609994,1.611921700366564,9.345676604973105,4.0716318067916255,8.79855742353727,31.63701070090886,35.70864250770049,0.0
Evaluation,108.43842865983598,1.0,1.0,29.74612451103565,9.276935501692424,1.0,2.165377794980172,5.0,0.1,30.74612451103565,35.746124511035646,0.0
Evaluation,140.0,1.0,0.0,28.343560329463344,10.0,5.0,10.0,1.0,10.0,33.343560329463344,34.343560329463344,0.0
Evaluation,140.0,-1.0,0.0,20.84717573001917,10.0,5.0,10.0,5.0,0.1,25.84717573001917,30.84717573001917,0.0
Evaluation,70.0,-1.0,1.0,12.111470485705816,10.0,1.0,0.1,5.0,0.1,13.111470485705816,18.111470485705816,0.0
Evaluation,100.05961557770627,-1.0,0.03824626165354697,0.1,0.1,1.0,9.81268358360163,1.0,0.22685319697059228,1.1,2.1,2.394999999999971
Evaluation,70.0,-0.9681957659144155,0.026271266313802975,29.772660917977255,10.0,1.2701979108790464,10.0,1.0,10.0,31.042858828856303,32.0428588288563,0.0
Evaluation,140.0,1.0,0.0,16.394378952750515,0.1,1.0,9.772753454341071,1.0,0.1,17.394378952750515,18.394378952750515,0.0
Evaluation,73.22768363611405,1.0,0.0,10.47075617208583,0.1,5.0,0.1,5.0,0.1,15.47075617208583,20.470756172085828,0.0
Evaluation,140.0,1.0,1.0,0.6071388885394566,0.1,1.0,0.1,1.0,0.1,1.6071388885394566,2.6071388885394566,0.0
Evaluation,70.0,-1.0,0.0,5.365129655225826,0.1,5.0,0.1,1.0,10.0,10.365129655225825,11.365129655225825,0.0
Evaluation,70.0,-1.0,0.0,13.806246305154481,0.1,1.0,10.0,5.0,10.0,14.806246305154481,19.80624630515448,0.0
Evaluation,72.73627703714968,1.0,0.12817887289107288,29.826268181872887,0.1,5.0,7.740935012984698,4.37218668366649,8.914712298721296,34.82626818187289,39.19845486553938,0.0
Evaluation,140.0,0.5096345227330883,0.0,29.689979912733182,8.76345147012251,5.0,0.1,5.0,10.0,34.68997991273318,39.68997991273318,0.0
Evaluation,140.0,1.0,0.0,23.332796567627714,10.0,5.0,10.0,1.0,0.1,28.332796567627714,29.332796567627714,0.0
Evaluation,70.0,1.0,0.0,3.8710480491277606,0.1,1.0,10.0,1.0,0.1,4.871048049127761,5.871048049127761,0.0
Evaluation,140.0,1.0,1.0,18.131251943140324,0.1,5.0,10.0,5.0,0.1,23.131251943140324,28.131251943140324,0.0
Evaluation,70.0,-1.0,1.0,7.706212783758723,10.0,5.0,10.0,1.0,0.1,12.706212783758723,13.706212783758723,0.0
Evaluation,140.0,-1.0,1.0,27.564933758219897,0.1,5.0,0.1,1.0,0.1,32.564933758219894,33.564933758219894,0.0
Evaluation,140.0,1.0,1.0,5.533332246645783,0.1,1.0,10.0,5.0,0.1,6.533332246645783,11.533332246645783,0.0
Evaluation,140.0,-1.0,0.0,17.828698854431604,10.0,1.0,0.1,1.0,0.1,18.828698854431604,19.828698854431604,0.0
Evaluation,140.0,1.0,1.0,9.72288055314904,0.1,1.0,0.1,1.0,0.1,10.72288055314904,11.72288055314904,0.0
Evaluation,138.19609402338372,0.9861938185769179,0.9830536749596482,29.805935233523623,10.0,3.982570609860826,10.0,1.0,0.274912437518231,33.78850584338445,34.78850584338445,0.0
Evaluation,70.0,1.0,1.0,14.95122184878264,10.0,1.0,9.713305300512488,5.0,0.1,15.95122184878264,20.951221848782637,0.0
Evaluation,140.0,-1.0,0.0,6.08268453881814,10.0,1.0,10.0,1.0,0.1,7.08268453881814,8.082684538818139,0.0
Evaluation,140.0,1.0,1.0,24.78872109220681,10.0,5.0,0.1,4.929697731197626,10.0,29.78872109220681,34.718418823404434,0.0
Evaluation,140.0,1.0,0.0,20.20632666180705,0.1,1.0,0.1,5.0,10.0,21.20632666180705,26.20632666180705,0.0
Evaluation,70.0,-1.0,0.0,0.6046321279634272,0.1,5.0,0.1,5.0,0.1,5.604632127963427,10.604632127963427,1.49999999999999
Evaluation,140.0,1.0,0.0,11.86422244247163,9.541577121889329,5.0,10.0,1.0,0.1,16.86422244247163,17.86422244247163,0.0
Evaluation,70.0,1.0,0.0,22.320579805531697,10.0,5.0,0.1,1.747143536817127,10.0,27.320579805531697,29.067723342348824,0.0
Evaluation,70.0,-1.0,1.0,2.6260841976773386,10.0,1.0,10.0,1.0,0.1,3.6260841976773386,4.626084197677338,0.0
Evaluation,78.51040491561041,1.0,0.0,19.377843920630085,0.1,1.0,10.0,1.0,0.1,20.377843920630085,21.377843920630085,0.0
Evaluation,70.0,-1.0,1.0,16.711159901051797,0.20087205005527015,5.0,0.1,1.0,0.1,21.711159901051797,22.711159901051797,0.0
Evaluation,70.0,1.0,0.0,24.722906972642775,2.2512188790310885,1.0,9.109138529022474,1.0,10.0,25.722906972642775,26.722906972642775,0.0
Evaluation,70.0,-1.0,0.9329064718000233,18.275518525952936,0.1,1.0,10.0,1.0,10.0,19.275518525952936,20.275518525952936,0.0
Evaluation,70.0,-1.0,0.0,6.459239712855271,0.1,5.0,10.0,5.0,0.1,11.459239712855272,16.459239712855272,0.0
Evaluation,140.0,-1.0,1.0,0.1,0.1,5.0,0.1,5.0,10.0,5.1,10.1,0.0
Evaluation,70.0,1.0,0.0,7.57720680564046,7.175942065478778,1.1836484737270856,0.7303220362635904,5.0,0.1,8.760855279367545,13.760855279367545,0.0
Evaluation,140.0,1.0,1.0,21.072135198366695,10.0,1.0,9.953325628612564,1.0,10.0,22.072135198366695,23.072135198366695,0.0
Evaluation,120.04143124406883,-1.0,0.0,9.800014102514213,0.1,5.0,10.0,5.0,10.0,14.800014102514213,19.80001410251421,0.0
Evaluation,70.0,-1.0,0.9095701192637544,26.540793126200068,10.0,5.0,10.0,1.0,0.297074025214991,31.540793126200068,32.54079312620007,0.0
Evaluation,138.35924793003693,1.0,1.0,13.706158646804283,0.1,5.0,0.1,5.0,0.1,18.706158646804283,23.706158646804283,0.0
Evaluation,140.0,-1.0,0.0,3.988919233265107,0.1,5.0,0.1,5.0,0.1,8.988919233265108,13.988919233265108,0.0
Evaluation,140.0,1.0,1.0,17.03472288586342,10.0,5.0,10.0,1.0,10.0,22.03472288586342,23.03472288586342,0.0
Evaluation,140.0,-1.0,0.0,0.4027326145286573,10.0,5.0,10.0,1.0,10.0,5.402732614528658,6.402732614528658,0.0
Evaluation,140.0,-1.0,1.0,10.746774963519472,0.1,5.0,10.0,1.0,0.1,15.746774963519472,16.74677496351947,0.0
Evaluation,70.0,-1.0,0.12415864603784468,28.342651662455648,10.0,5.0,0.1,5.0,0.1,33.34265166245565,38.34265166245565,0.0
Evaluation,140.0,1.0,1.0,6.407449112506939,0.1,5.0,0.1,1.0,0.1,11.407449112506939,12.407449112506939,0.0
Evaluation,72.93292146760201,-0.14018654955687093,0.8609195821198229,1.3452014334841258,0.8832461789771432,2.1685012809502755,8.395753221615191,4.036088041738951,8.203446931308433,3.5137027144344013,7.549790756173353,0.0
Evaluation,140.0,1.0,0.0,5.182545296017618,10.0,5.0,10.0,1.0,0.1,10.182545296017619,11.182545296017619,0.0
Evaluation,71.56848636596743,1.0,1.0,23.71184768383871,10.0,1.0383989891767507,0.1,1.0,10.0,24.75024667301546,25.75024667301546,0.0
Evaluation,70.0,-1.0,0.0,13.745683932615355,9.880319259940277,2.650258619263085,0.1,1.0,0.1,16.39594255187844,17.39594255187844,0.0
Evaluation,70.0,1.0,0.0,23.072188069377994,0.1,1.3638380453432593,0.1,5.0,0.1,24.43602611472125,29.43602611472125,0.0
Evaluation,70.0,1.0,1.0,8.163592719370532,0.1,1.0,10.0,1.0,10.0,9.163592719370532,10.163592719370532,0.0
Evaluation,129.9976841603373,0.6193499517215038,0.020847594401550512,12.833806184715348,8.180534678880816,1.0,10.0,4.205841774597637,9.084890306278167,13.833806184715348,18.039647959312987,0.0
Evaluation,140.0,-1.0,0.027424536209502685,15.048114798746468,10.0,1.0,0.1,4.970341186370049,9.597360410480315,16.048114798746468,21.018455985116518,0.0
Invalid,104.7883064880923,0.6076081840983727,0.9222448370279587,34.2854530842321,10.0,5.0,0.15234126851409957,5.0,9.592264563700157,39.2854530842321,44.2854530842321,N/A (Invalid Actual Drop Time)
Evaluation,88.29182214513614,1.0,0.37832754061471385,5.021795444843854,3.0287350997823266,4.6602358106955695,0.1,5.0,2.412341079984651,9.682031255539425,14.682031255539425,0.0
Evaluation,70.0,1.0,1.0,17.626559343228948,0.1,1.0,0.1,1.0,10.0,18.626559343228948,19.626559343228948,0.0
Evaluation,140.0,-0.9402261572196539,0.0,26.39735619384146,0.1,5.0,0.1,5.0,10.0,31.39735619384146,36.39735619384146,0.0
Evaluation,70.0,1.0,1.0,26.870532678224667,0.1,1.0,0.1,1.0,10.0,27.870532678224667,28.870532678224667,0.0
Evaluation,140.0,1.0,0.9576490149212229,10.83827838545961,10.0,2.2980527444543895,0.1,4.281837815565373,10.0,13.136331129914,17.418168945479373,0.0
Evaluation,70.0,-1.0,1.0,23.032127039898263,10.0,5.0,10.0,4.894668056762788,10.0,28.032127039898263,32.92679509666105,0.0
Evaluation,132.44369748182464,1.0,1.0,0.1,10.0,5.0,0.1,1.0,0.1,5.1,6.1,0.0
Evaluation,76.13450678978631,-1.0,1.0,0.1,10.0,1.0,10.0,1.0,10.0,1.1,2.1,0.0
Evaluation,140.0,1.0,0.0,8.668743881884977,9.867957998180223,5.0,10.0,1.0367062092356394,0.1,13.668743881884977,14.705450091120616,0.0
Evaluation,137.03478043975602,-0.18149869273500963,0.288241701522381,5.192076011826473,0.1,4.684641547242329,8.479356359209204,1.538115661502469,9.459752914664183,9.876717559068801,11.41483322057127,0.0
Invalid,127.86560786198862,1.0,0.9496952472107498,37.9,0.1,5.0,1.5258755385073643,1.0,8.25086534162902,42.9,43.9,N/A (Invalid Actual Drop Time)
Evaluation,73.16027584768148,-1.0,0.0,20.44107924767281,10.0,1.0,10.0,1.0,9.013817840119343,21.44107924767281,22.44107924767281,0.0
Evaluation,70.0,-1.0,0.0,21.29778288788995,10.0,1.0,0.1,1.1696573451032106,0.1,22.29778288788995,23.467440232993162,0.0
Evaluation,131.87521755056798,-1.0,1.0,8.791825558653576,2.865752300314769,1.0,10.0,5.0,0.1,9.791825558653576,14.791825558653576,0.0
Evaluation,140.0,1.0,1.0,2.11675481762772,1.6957350535601055,1.0,10.0,4.915377380731464,0.1,3.11675481762772,8.032132198359184,0.0
Evaluation,70.0,1.0,1.0,2.9384447136165157,0.1,5.0,0.1,1.0,0.1,7.938444713616516,8.938444713616516,0.0
Evaluation,140.0,-1.0,1.0,13.152906925744153,0.1,1.0,0.1,1.0,0.1,14.152906925744153,15.152906925744153,0.0
Evaluation,140.0,-1.0,1.0,1.0441360307612502,10.0,1.0,0.1,5.0,0.1,2.0441360307612504,7.04413603076125,0.0
Evaluation,70.0,1.0,1.0,18.804844920130655,10.0,1.0,10.0,5.0,0.1,19.804844920130655,24.804844920130655,0.0
Evaluation,70.0,-1.0,0.0,11.050189470455624,10.0,5.0,0.1,1.0,0.1,16.050189470455624,17.050189470455624,0.0
Evaluation,70.0,-1.0,0.0,19.158835283952982,10.0,5.0,9.600802533945826,5.0,10.0,24.158835283952982,29.158835283952982,0.0
Evaluation,70.0,1.0,1.0,26.860698482473868,0.1,5.0,10.0,5.0,0.1,31.860698482473868,36.860698482473865,0.0
Evaluation,70.0,1.0,0.0,17.021960345127873,10.0,1.0,0.1,5.0,0.1,18.021960345127873,23.021960345127873,0.0
Evaluation,70.0,-1.0,1.0,24.88010945771312,0.1,1.0,3.995992524762337,5.0,0.1,25.88010945771312,30.88010945771312,0.0
Evaluation,140.0,-1.0,0.0,29.846743690107512,9.759416782132536,1.010863997449052,10.0,5.0,0.1,30.857607687556566,35.857607687556566,0.0
Evaluation,130.84879511085433,-0.6171899937179526,1.0,29.85384449620017,0.1,1.0,0.7499599588413915,1.8628332719839373,10.0,30.85384449620017,32.716677768184105,0.0
Evaluation,70.0,-1.0,0.8043626264662785,0.1,0.37822823882426404,1.0,10.0,5.0,8.122071929138736,1.1,6.1,0.0
Evaluation,70.0,1.0,0.0,13.030803815084933,0.1,5.0,0.1,5.0,10.0,18.030803815084933,23.030803815084933,0.0
Evaluation,70.0,-1.0,0.0,17.48343366806683,0.1,5.0,10.0,1.6820142324746485,0.1,22.48343366806683,24.16544790054148,0.0
Evaluation,139.66499433378738,1.0,1.0,6.706712465154868,10.0,1.0,9.983798371597866,5.0,10.0,7.706712465154868,12.706712465154869,0.0
Evaluation,70.0,1.0,0.0,27.349769511514822,0.1,1.0,10.0,1.0,0.1,28.349769511514822,29.349769511514822,0.0
Evaluation,70.0,-1.0,1.0,12.635979994455163,0.1,5.0,10.0,1.0486895417548163,0.1,17.635979994455163,18.684669536209977,0.0
Evaluation,71.27599850713496,-1.0,0.0,22.216342397413722,0.1,1.0,10.0,1.0,10.0,23.216342397413722,24.216342397413722,0.0
Evaluation,140.0,-1.0,1.0,2.6321478730518764,0.1,1.0,0.1,3.6667445829908383,10.0,3.6321478730518764,7.298892456042715,0.0
Evaluation,140.0,1.0,1.0,3.738787614916205,10.0,1.0,0.1,1.0,10.0,4.738787614916205,5.738787614916205,0.0
Evaluation,70.0,-1.0,1.0,23.421775344433613,0.1,5.0,0.1,1.0,0.1,28.421775344433613,29.421775344433613,0.0
Evaluation,70.0,-1.0,1.0,16.001010889620186,0.1,1.0,0.1,1.0,10.0,17.001010889620186,18.001010889620186,0.0
Evaluation,140.0,-1.0,0.0,11.866987638642529,0.1,5.0,0.3286716532763041,5.0,10.0,16.866987638642527,21.866987638642527,0.0
Evaluation,70.0,1.0,0.0,28.787733683269458,0.1,5.0,0.1,1.0,10.0,33.78773368326946,34.78773368326946,0.0
Evaluation,74.39093876433391,-0.14870972473326438,0.508561467426966,14.033749127716389,6.231750252866052,4.682609837486384,8.123361436095568,3.9963610293222693,8.140000451156261,18.716358965202772,22.71271999452504,0.0
Evaluation,70.0,-1.0,1.0,21.056626096013,0.1,5.0,0.793836118199138,5.0,10.0,26.056626096013,31.056626096013,0.0
Evaluation,70.0,-1.0,1.0,5.150431462556177,10.0,5.0,10.0,5.0,0.1,10.150431462556178,15.150431462556178,0.0
Evaluation,140.0,-1.0,0.0,9.292947822280505,10.0,1.0,0.1,1.0,10.0,10.292947822280505,11.292947822280505,0.0
Evaluation,140.0,1.0,0.0,0.1,0.10074162838470857,1.0,10.0,1.0,0.27168603161668226,1.1,2.1,2.8499999999999615
Evaluation,110.08895021359857,-0.2926665843376358,0.9664398166502957,23.855694949126924,7.191588242740899,3.461227480866,7.049975834040485,3.614154902656534,7.985952079354647,27.316922429992925,30.93107733264946,0.0
Evaluation,137.17612745772706,-1.0,1.0,14.89785224169389,0.1,5.0,10.0,1.0,10.0,19.89785224169389,20.89785224169389,0.0
Evaluation,129.97876352815726,-0.5519057043396041,0.8478658761445894,6.179255191509277,9.319633561546581,1.0,8.127129358479218,1.2847241999018915,2.15320081179753,7.179255191509277,8.463979391411169,0.0
Evaluation,114.97417049852427,0.048382381290719145,0.21015256473103133,29.726846214810067,0.1,2.3519496159357374,3.283485317347141,4.283681691805292,10.0,32.078795830745804,36.362477522551096,0.0
Evaluation,70.0,-1.0,0.0,8.222681352977478,10.0,1.0,10.0,4.6429908723681255,0.1,9.222681352977478,13.865672225345604,0.0
Evaluation,70.0,1.0,1.0,26.2710228357472,10.0,1.4255154687676357,0.1,5.0,0.1,27.696538304514835,32.69653830451483,0.0
Evaluation,140.0,1.0,0.0,18.851619423871945,0.1,5.0,10.0,1.0,10.0,23.851619423871945,24.851619423871945,0.0
Evaluation,140.0,-0.8620150775826181,1.0,22.057774775153817,10.0,4.587299550367769,0.1,1.0,1.7191466583211543,26.645074325521584,27.645074325521584,0.0
Evaluation,70.0,1.0,0.958357446499559,20.153433189011068,0.1,5.0,10.0,1.0,0.1,25.153433189011068,26.153433189011068,0.0
Evaluation,140.0,1.0,1.0,16.026277112417322,0.1,5.0,0.1,5.0,0.1,21.026277112417322,26.026277112417322,0.0
Evaluation,140.0,1.0,0.0,25.1101392922808,0.1,5.0,10.0,1.2310774203048644,0.1,30.1101392922808,31.341216712585663,0.0
Evaluation,70.0,1.0,1.0,7.1270746061252925,10.0,4.126277790307134,10.0,1.1051444564143869,0.1,11.253352396432426,12.358496852846812,0.0
Evaluation,70.0,-1.0,0.0,2.277994614264272,0.7677514919223001,5.0,0.5375546014938583,5.0,0.1,7.277994614264272,12.277994614264273,0.0
Evaluation,140.0,1.0,1.0,23.141977539982825,0.1,1.0,10.0,1.0,10.0,24.141977539982825,25.141977539982825,0.0
Evaluation,140.0,1.0,1.0,28.09911441702766,0.1,1.0,0.1,5.0,0.1,29.09911441702766,34.099114417027664,0.0
Evaluation,140.0,-1.0,0.0,16.840593488350944,0.1,4.944422529489615,10.0,5.0,10.0,21.785016017840558,26.785016017840558,0.0
Evaluation,140.0,0.8989010191252509,0.0,13.495497124400373,6.967083874755437,4.310709820114056,10.0,1.0,8.91401391453978,17.80620694451443,18.80620694451443,0.0
Evaluation,140.0,-1.0,1.0,1.7482335149515331,10.0,5.0,10.0,5.0,10.0,6.748233514951533,11.748233514951533,0.0
Evaluation,140.0,1.0,1.0,19.322712667686705,10.0,5.0,0.8120016093311389,1.2355685731421402,10.0,24.322712667686705,25.558281240828844,0.0
Evaluation,140.0,1.0,1.0,4.503425556526444,10.0,5.0,0.1,1.0,0.1,9.503425556526444,10.503425556526444,0.0
Evaluation,70.0,1.0,0.0,6.459570759680778,10.0,1.0,10.0,1.0,10.0,7.459570759680778,8.459570759680778,0.0
Evaluation,70.0,1.0,0.0,10.830794654774163,0.1,1.0,10.0,1.0,10.0,11.830794654774163,12.830794654774163,0.0
Evaluation,70.0,1.0,0.042204953528472866,29.841912404311902,10.0,1.0,9.5742684496457,5.0,10.0,30.841912404311902,35.8419124043119,0.0
Evaluation,70.0,-0.9096201140415757,1.0,8.490472445202382,10.0,4.885571459645934,0.1,5.0,10.0,13.376043904848316,18.376043904848316,0.0
Evaluation,70.0,1.0,0.0,12.244188231936368,0.1,1.0,10.0,5.0,0.1,13.244188231936368,18.24418823193637,0.0
Evaluation,70.0,-1.0,0.0,16.02861439175132,10.0,5.0,10.0,1.0,1.119375222229309,21.02861439175132,22.02861439175132,0.0
Evaluation,133.9893724087434,-1.0,0.0,4.481223475766472,10.0,1.0,10.0,4.873473195711956,10.0,5.481223475766472,10.354696671478429,0.0
Evaluation,72.19701018034453,0.985964095015107,1.0,28.66934684005765,10.0,5.0,9.822767741049564,1.0217568536420953,0.1,33.66934684005765,34.691103693699745,0.0
